Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,max_power (in bph),Mileage Unit,Mileage,Engine (CC),car_age,price_per_km
1426,Tata,2017,665000,25000,Diesel,Individual,Manual,First Owner,5,108.5,kmpl,21.5,1497,8,26.6
1427,Volkswagen,2017,555000,52000,Diesel,Individual,Manual,First Owner,5,108.62,kmpl,21.66,1498,8,10.673076923076923
1428,Volkswagen,2017,560000,52000,Diesel,Individual,Manual,First Owner,5,108.62,kmpl,21.66,1498,8,10.76923076923077
1435,Hyundai,2011,350000,116500,Diesel,Individual,Manual,First Owner,5,90.0,kmpl,23.0,1396,14,3.004291845493562
1442,Hyundai,2019,525000,100000,Petrol,Individual,Manual,First Owner,5,81.86,kmpl,20.14,1197,6,5.25
1445,Toyota,2016,570000,145000,Diesel,Individual,Manual,Second Owner,5,67.05,kmpl,23.59,1364,9,3.9310344827586206
1446,Ford,2011,225000,90000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399,14,2.5
1447,Hyundai,2019,590000,90000,Petrol,Individual,Manual,First Owner,5,81.86,kmpl,20.14,1197,6,6.555555555555555
1452,Maruti,2013,520000,58000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248,12,8.96551724137931
1453,Hyundai,2013,200000,40000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,12,5.0
1457,Maruti,2014,325000,90000,Diesel,Individual,Manual,Second Owner,5,73.94,kmpl,23.2,1248,11,3.611111111111111
1458,Maruti,2015,350000,50000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998,10,7.0
1459,Hyundai,2011,440000,80000,Diesel,Individual,Manual,Third Owner,5,126.3,kmpl,22.32,1582,14,5.5
1460,Hyundai,2011,320000,70000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,21.9,1396,14,4.571428571428571
1463,Ford,2014,350000,113226,Diesel,Dealer,Manual,First Owner,5,67.0,kmpl,19.68,1399,11,3.0911628071291046
1464,Ford,2013,310000,90000,Diesel,Individual,Manual,Second Owner,5,68.1,kmpl,20.0,1399,12,3.4444444444444446
1467,Renault,2014,560000,132000,Diesel,Individual,Manual,Second Owner,5,108.45,kmpl,19.72,1461,11,4.242424242424242
1468,Maruti,2013,470000,120000,Diesel,Individual,Manual,Third Owner,5,74.0,kmpl,22.9,1248,12,3.9166666666666665
1471,Maruti,2018,550000,5000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,22.0,1197,7,110.0
1473,Hyundai,2015,899000,80000,Diesel,Individual,Manual,Second Owner,5,126.2,kmpl,19.67,1582,10,11.2375
1476,Maruti,2017,500000,43000,Petrol,Individual,Manual,First Owner,5,83.14,kmpl,20.85,1197,8,11.627906976744185
1478,Maruti,2015,220000,40000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796,10,5.5
1487,Maruti,2011,170000,70000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796,14,2.4285714285714284
1490,Maruti,2016,465000,20000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,9,23.25
1491,Maruti,2012,260000,16830,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.2,998,13,15.448603683897801
1493,Renault,2017,325000,38000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999,8,8.552631578947368
1499,Hyundai,2016,340000,30000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,9,11.333333333333334
1504,Tata,2012,259000,35000,Diesel,Individual,Manual,First Owner,5,69.0,kmpl,23.03,1396,13,7.4
1509,Tata,2010,210000,120000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,21.12,1248,15,1.75
1511,Tata,2012,220000,90000,Diesel,Individual,Manual,First Owner,5,69.0,kmpl,23.03,1396,13,2.4444444444444446
1512,Tata,2012,246000,35000,Diesel,Individual,Manual,Second Owner,5,69.0,kmpl,23.03,1396,13,7.0285714285714285
1514,Hyundai,2018,1050000,70000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,21.38,1396,7,15.0
1515,Maruti,2016,550000,20000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.4,1197,9,27.5
1523,Maruti,2018,430000,16589,Petrol,Trustmark Dealer,Manual,First Owner,5,67.04,kmpl,20.51,998,7,25.920790885526554
1525,Maruti,2017,570000,25272,Petrol,Trustmark Dealer,Manual,First Owner,5,81.8,kmpl,21.01,1197,8,22.55460588793922
1529,Renault,2018,1250000,12000,Diesel,Individual,Manual,First Owner,5,108.45,kmpl,19.6,1461,7,104.16666666666667
1531,Hyundai,2017,750000,40000,Diesel,Individual,Manual,Second Owner,5,88.73,kmpl,22.54,1396,8,18.75
1538,Maruti,2004,118000,60000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,21,1.9666666666666666
1540,Renault,2013,585000,80000,Diesel,Individual,Manual,Second Owner,5,83.8,kmpl,20.46,1461,12,7.3125
1541,Maruti,2006,120000,120000,Petrol,Individual,Manual,Fourth & Above Owner,5,46.3,kmpl,19.7,796,19,1.0
1543,Maruti,2006,150000,100000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,19,1.5
1544,Maruti,2009,150000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5,46.3,kmpl,19.7,796,16,2.142857142857143
1548,Maruti,2013,599000,60000,Diesel,Individual,Manual,Second Owner,7,88.76,kmpl,20.77,1248,12,9.983333333333333
1550,Maruti,2016,570000,90000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.4,1197,9,6.333333333333333
1551,Volkswagen,2013,440000,75000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,22.07,1199,12,5.866666666666666
1556,Renault,2018,409999,35000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999,7,11.714257142857143
1567,Tata,2011,200000,84321,Diesel,Individual,Manual,First Owner,5,70.0,kmpl,23.57,1396,14,2.3718883789328875
1571,Hyundai,2008,215000,70000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197,17,3.0714285714285716
1577,Maruti,2015,515000,45000,Petrol,Individual,Manual,Second Owner,5,83.14,kmpl,20.85,1197,10,11.444444444444445
1579,Hyundai,2017,300000,60000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,20.3,998,8,5.0
1582,Ford,2012,250000,40000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399,13,6.25
1585,Hyundai,2011,210000,110000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086,14,1.9090909090909092
1587,Maruti,2007,130000,88700,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796,18,1.4656144306651635
1589,Maruti,2016,310000,15000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,9,20.666666666666668
1590,Mahindra,2012,200000,80000,Diesel,Individual,Manual,Second Owner,5,65.0,kmpl,20.8,1461,13,2.5
1592,Hyundai,2018,444000,15000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,7,29.6
1593,Mahindra,2011,225000,57000,Diesel,Individual,Manual,Second Owner,5,64.1,kmpl,21.0,1461,14,3.9473684210526314
1597,Maruti,2010,150000,120000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,15,1.25
1598,Maruti,2014,110000,50000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,11,2.2
1599,Maruti,2012,225000,40000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,13,5.625
1602,Maruti,2014,650000,90000,Diesel,Individual,Manual,First Owner,7,88.8,kmpl,20.77,1248,11,7.222222222222222
1606,Ford,2011,220000,100000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399,14,2.2
1611,Volkswagen,2017,625000,34000,Diesel,Individual,Automatic,First Owner,5,108.495,kmpl,22.0,1498,8,18.38235294117647
1616,Maruti,2018,475000,30000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,21.63,998,7,15.833333333333334
1619,Hyundai,2018,540000,7000,Petrol,Dealer,Manual,First Owner,5,68.0,kmpl,20.3,1086,7,77.14285714285714
1620,Maruti,2019,484999,4875,Petrol,Dealer,Manual,First Owner,5,67.04,kmpl,21.63,998,6,99.48697435897436
1625,Tata,2017,919999,26766,Diesel,Dealer,Manual,First Owner,5,108.5,kmpl,21.5,1497,8,34.37192707165807
1627,Maruti,2017,600000,24522,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,20.4,1197,8,24.467824810374356
1635,Renault,2018,330000,30000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999,7,11.0
1638,Ford,2012,300000,90000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399,13,3.3333333333333335
1640,Maruti,2013,625000,160000,Diesel,Individual,Manual,Third Owner,7,88.76,kmpl,20.77,1248,12,3.90625
1645,Toyota,2017,1594000,5000,Diesel,Individual,Manual,First Owner,5,86.79,kmpl,21.43,1364,8,318.8
1647,Ford,2018,950000,27620,Diesel,Dealer,Manual,First Owner,5,98.59,kmpl,22.77,1498,7,34.39536567704562
1651,Maruti,2017,550000,40000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,20.89,1197,8,13.75
1659,Hyundai,2009,150000,110000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197,16,1.3636363636363635
1660,Hyundai,2016,511000,80000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396,9,6.3875
1663,Maruti,2020,420000,25000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,21.63,998,5,16.8
1664,Maruti,2014,180000,55000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,11,3.272727272727273
1672,Maruti,2013,525000,100000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248,12,5.25
1677,Maruti,2013,550000,100000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248,12,5.5
1681,Hyundai,2012,400000,138000,Diesel,Individual,Manual,First Owner,5,126.32,kmpl,22.32,1582,13,2.898550724637681
1685,Maruti,2016,245000,50000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,9,4.9
1686,Tata,2013,260000,189000,Diesel,Individual,Manual,First Owner,5,88.76,kmpl,21.02,1248,12,1.3756613756613756
1687,Volkswagen,2014,411000,90000,Diesel,Individual,Automatic,Second Owner,5,103.2,kmpl,21.21,1498,11,4.566666666666666
1688,Hyundai,2014,450000,56000,Diesel,Individual,Manual,First Owner,5,88.76,kmpl,21.9,1396,11,8.035714285714286
1689,Maruti,2016,351000,60000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998,9,5.85
1692,Maruti,2013,200000,90000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,12,2.2222222222222223
1694,Hyundai,2017,350000,20000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814,8,17.5
1700,Maruti,2019,500000,15000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.89,1197,6,33.333333333333336
1707,Maruti,2012,254999,30000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,13,8.499966666666667
1708,Maruti,2011,180000,60000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,14,3.0
1711,Maruti,2015,270000,49900,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796,10,5.410821643286573
1712,Tata,2012,310000,86000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,21.12,1248,13,3.604651162790698
1714,Hyundai,2011,180000,35000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,14,5.142857142857143
1715,Maruti,2015,550000,50000,Petrol,Individual,Manual,First Owner,5,83.14,kmpl,20.85,1197,10,11.0
1717,Hyundai,2015,900000,145000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,22.7,1582,10,6.206896551724138
1721,Maruti,2016,475000,110000,Diesel,Individual,Manual,First Owner,5,73.94,kmpl,23.2,1248,9,4.318181818181818
1726,Maruti,2016,390000,80000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,9,4.875
1729,Maruti,2010,170000,75000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,15,2.2666666666666666
1733,Hyundai,2012,195000,80000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814,13,2.4375
1735,Renault,2015,484999,75000,Diesel,Dealer,Manual,First Owner,5,83.8,kmpl,19.87,1461,10,6.466653333333333
1736,Maruti,2018,650000,22000,Petrol,Individual,Manual,Second Owner,5,103.25,kmpl,21.56,1462,7,29.545454545454547
1739,Volkswagen,2013,350000,80000,Diesel,Individual,Manual,First Owner,5,73.9,kmpl,22.07,1199,12,4.375
1744,Ford,2016,650000,50000,Diesel,Individual,Manual,First Owner,5,98.59,kmpl,22.77,1498,9,13.0
1745,Hyundai,2015,822000,60000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582,10,13.7
1748,Maruti,2012,330000,50000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248,13,6.6
1749,Maruti,2014,300000,74537,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998,11,4.02484672042073
1760,Maruti,2019,500000,11000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,21.63,998,6,45.45454545454545
1761,Tata,2016,360000,110000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,23.0,1248,9,3.272727272727273
1762,Maruti,2012,252000,48000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998,13,5.25
1763,Maruti,2012,280000,70000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248,13,4.0
1764,Maruti,2018,509999,70000,Petrol,Individual,Manual,Second Owner,5,81.8,kmpl,22.0,1197,7,7.2857
1774,Maruti,2011,235000,100000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248,14,2.35
1776,Hyundai,2010,131000,80000,Petrol,Individual,Manual,Third Owner,5,68.05,kmpl,19.81,1086,15,1.6375
1779,Maruti,2013,200000,50000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,12,4.0
1782,Maruti,2012,380000,70000,Diesel,Individual,Manual,Third Owner,5,74.0,kmpl,22.9,1248,13,5.428571428571429
1783,Maruti,2008,128000,19000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,17,6.7368421052631575
1788,Maruti,2016,400000,25000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998,9,16.0
1789,Maruti,2012,200000,29500,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998,13,6.779661016949152
1791,Maruti,2016,300000,50000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796,9,6.0
1793,Maruti,2012,220000,100000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,13,2.2
1795,Hyundai,2016,595000,60000,Diesel,Individual,Manual,Second Owner,5,88.73,kmpl,22.54,1396,9,9.916666666666666
1798,Maruti,2017,530000,30000,Petrol,Individual,Manual,Second Owner,5,83.1,kmpl,21.4,1197,8,17.666666666666668
1803,Hyundai,2018,325000,10000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,7,32.5
1804,Maruti,2018,550000,10000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197,7,55.0
1805,Maruti,2018,720000,25000,Petrol,Individual,Manual,First Owner,5,91.1,kmpl,20.73,1373,7,28.8
1807,Maruti,2013,350000,60000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248,12,5.833333333333333
1814,Tata,2018,790000,60000,Diesel,Individual,Manual,First Owner,5,108.5,kmpl,21.5,1497,7,13.166666666666666
1818,Mahindra,2019,950000,17000,Diesel,Individual,Manual,First Owner,5,115.0,kmpl,20.0,1497,6,55.88235294117647
1819,Maruti,2017,400000,50000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,8,8.0
1822,Mahindra,2012,260000,110000,Diesel,Individual,Manual,First Owner,5,65.0,kmpl,21.03,1461,13,2.3636363636363638
1823,Tata,2012,200000,90000,Diesel,Individual,Manual,First Owner,5,70.0,kmpl,23.57,1396,13,2.2222222222222223
1824,Maruti,2020,580000,70000,Petrol,Individual,Manual,First Owner,5,88.5,kmpl,23.26,1197,5,8.285714285714286
1825,Volkswagen,2011,330000,66000,Diesel,Individual,Manual,Second Owner,5,105.0,kmpl,20.5,1598,14,5.0
1828,Mahindra,2014,250000,50000,Diesel,Individual,Manual,Second Owner,5,65.0,kmpl,21.03,1461,11,5.0
1829,Maruti,2013,300000,70000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248,12,4.285714285714286
1841,Maruti,2015,280000,80000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,10,3.5
1845,Maruti,2018,550000,24400,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,22.0,1197,7,22.540983606557376
1849,Maruti,2011,130000,100000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,14,1.3
1856,Ford,2013,229999,70000,Diesel,Individual,Manual,First Owner,5,68.1,kmpl,20.0,1399,12,3.2857
1860,Maruti,2016,225000,35000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796,9,6.428571428571429
1862,Maruti,2017,420000,30000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,8,14.0
1867,Maruti,2010,130000,120000,Petrol,Individual,Manual,Third Owner,8,35.0,kmpl,19.7,796,15,1.0833333333333333
1876,Maruti,2006,120000,30000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,19,4.0
1884,Maruti,2019,577000,3000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.89,1197,6,192.33333333333334
1885,Maruti,2012,229999,50000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998,13,4.59998
1888,Volkswagen,2017,900000,74000,Diesel,Individual,Manual,First Owner,5,108.6,kmpl,22.27,1498,8,12.162162162162161
1891,Hyundai,2016,250000,110000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,9,2.272727272727273
1892,Volkswagen,2016,550000,70000,Diesel,Individual,Manual,First Owner,5,88.0,kmpl,20.14,1498,9,7.857142857142857
1898,Maruti,2019,490000,10000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.52,1197,6,49.0
1899,Hyundai,2009,150000,80000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197,16,1.875
1900,Maruti,2013,600000,184000,Diesel,Individual,Manual,First Owner,7,88.76,kmpl,20.77,1248,12,3.260869565217391
1904,Maruti,2013,525000,69000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248,12,7.608695652173913
1906,Hyundai,2017,300000,8000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814,8,37.5
1911,Maruti,2020,250000,120000,Petrol,Individual,Manual,Second Owner,5,67.0,kmpl,21.63,998,5,2.0833333333333335
1912,Maruti,2016,350000,70000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998,9,5.0
1917,Maruti,2007,135000,57000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,18,2.3684210526315788
1920,Hyundai,2018,946000,60000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,22.1,1396,7,15.766666666666667
1921,Tata,2011,215000,70000,Diesel,Individual,Manual,First Owner,5,69.0,kmpl,23.03,1396,14,3.0714285714285716
1924,Hyundai,2008,220000,35000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197,17,6.285714285714286
1931,Maruti,2011,195000,46000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,14,4.239130434782608
1932,Maruti,2010,125000,80000,Petrol,Individual,Manual,Fourth & Above Owner,5,46.3,kmpl,19.7,796,15,1.5625
1934,Maruti,2015,275000,16700,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796,10,16.46706586826347
1936,Maruti,2015,600000,7967,Petrol,Individual,Manual,First Owner,5,83.14,kmpl,20.85,1197,10,75.3106564578888
1937,Maruti,2018,720000,20000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,22.0,1197,7,36.0
1939,Hyundai,2011,225000,50000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,19.81,1086,14,4.5
1944,Hyundai,2013,550000,50000,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,23.5,1396,12,11.0
1948,Maruti,2019,610000,5000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197,6,122.0
1949,Ford,2016,515000,68609,Diesel,Dealer,Manual,First Owner,5,89.84,kmpl,22.7,1498,9,7.506303837688933
1950,Ford,2018,925000,33360,Diesel,Dealer,Manual,First Owner,5,98.59,kmpl,22.77,1498,7,27.727817745803357
1951,Ford,2012,225000,87237,Diesel,Dealer,Manual,Second Owner,5,68.05,kmpl,20.0,1399,13,2.5791808521613535
1953,Maruti,2017,600000,26634,Petrol,Dealer,Automatic,First Owner,5,81.8,kmpl,21.21,1197,8,22.527596305474205
1958,Renault,2015,600000,67303,Diesel,Dealer,Manual,First Owner,5,83.8,kmpl,20.45,1461,10,8.914907210674116
1961,Maruti,2012,265000,130376,Diesel,Dealer,Manual,Second Owner,5,73.94,kmpl,23.2,1248,13,2.0325826839295575
1967,Maruti,2013,525000,110000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248,12,4.7727272727272725
1968,Tata,2017,550000,30000,Petrol,Individual,Manual,First Owner,5,84.0,kmpl,20.3,1199,8,18.333333333333332
1983,Hyundai,2010,200000,70000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086,15,2.857142857142857
1986,Hyundai,2014,200000,60000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814,11,3.3333333333333335
1988,Hyundai,2010,210000,94000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197,15,2.234042553191489
1991,Tata,2019,660000,35000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.95,1248,6,18.857142857142858
1996,Hyundai,2012,450000,60000,Diesel,Individual,Manual,Third Owner,5,126.32,kmpl,22.32,1582,13,7.5
2002,Hyundai,2015,978999,90000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582,10,10.877766666666666
2004,Ford,2012,280000,60000,Diesel,Individual,Manual,Second Owner,5,88.7,kmpl,23.5,1498,13,4.666666666666667
2006,Maruti,2013,170000,60000,Petrol,Individual,Manual,Fourth & Above Owner,5,47.3,kmpl,22.74,796,12,2.8333333333333335
2013,Maruti,2019,630000,4000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197,6,157.5
2014,Hyundai,2011,250000,50000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197,14,5.0
2016,Hyundai,2009,180000,70000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197,16,2.5714285714285716
2021,Hyundai,2014,348000,23000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197,11,15.130434782608695
2022,Maruti,2014,196000,60000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796,11,3.2666666666666666
2026,Maruti,2015,600000,90000,Diesel,Individual,Manual,Third Owner,7,88.76,kmpl,20.77,1248,10,6.666666666666667
2035,Maruti,2007,120000,53512,Petrol,Dealer,Manual,Second Owner,5,46.3,kmpl,19.7,796,18,2.2424876663178352
2041,Renault,2017,265000,90000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999,8,2.9444444444444446
2046,Maruti,2007,130000,78000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796,18,1.6666666666666667
2058,Hyundai,2010,180000,70000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197,15,2.5714285714285716
2059,Maruti,2010,160000,48000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,15,3.3333333333333335
2064,Renault,2014,480000,80000,Diesel,Individual,Manual,First Owner,5,83.8,kmpl,20.45,1461,11,6.0
2065,Maruti,2013,320000,100000,Diesel,Individual,Manual,Third Owner,5,74.0,kmpl,22.9,1248,12,3.2
2066,Maruti,2013,370000,96000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248,12,3.8541666666666665
2068,Maruti,2016,400000,60000,Diesel,Individual,Manual,Third Owner,5,73.94,kmpl,23.2,1248,9,6.666666666666667
2070,Maruti,2014,325000,48000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998,11,6.770833333333333
2074,Maruti,2012,200000,70000,Petrol,Individual,Manual,Second Owner,5,67.1,kmpl,20.92,998,13,2.857142857142857
2075,Maruti,2008,100000,70000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796,17,1.4285714285714286
2077,Maruti,2006,85000,150000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,19,0.5666666666666667
2079,Hyundai,2014,580000,56000,Diesel,Individual,Manual,First Owner,5,126.3,kmpl,22.32,1582,11,10.357142857142858
2081,Ford,2010,200000,120000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399,15,1.6666666666666667
2084,Maruti,2012,520000,73000,Diesel,Individual,Manual,First Owner,7,88.76,kmpl,20.77,1248,13,7.123287671232877
2086,Renault,2018,380000,5000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999,7,76.0
2091,Renault,2013,490000,95000,Diesel,Individual,Manual,First Owner,5,83.8,kmpl,20.46,1461,12,5.157894736842105
2092,Hyundai,2015,229999,34000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814,10,6.764676470588236
2094,Maruti,2019,362000,120000,CNG,Individual,Manual,Second Owner,5,61.7,km/kg,21.94,1196,6,3.0166666666666666
2095,Toyota,2014,550000,31000,Diesel,Individual,Manual,First Owner,5,67.06,kmpl,23.59,1364,11,17.741935483870968
2098,Hyundai,2019,499000,5000,Petrol,Individual,Automatic,First Owner,5,68.0,kmpl,20.3,1086,6,99.8
2100,Toyota,2012,278000,120000,Diesel,Individual,Manual,Second Owner,5,67.1,kmpl,23.59,1364,13,2.316666666666667
2101,Renault,2013,580000,67000,Diesel,Individual,Manual,Second Owner,5,108.5,kmpl,20.4,1461,12,8.656716417910447
2106,Hyundai,2018,490000,7000,Petrol,Individual,Manual,First Owner,5,68.0,kmpl,20.3,1086,7,70.0
2110,Maruti,2012,320000,120000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248,13,2.6666666666666665
2112,Maruti,2013,320000,120000,Diesel,Individual,Manual,First Owner,5,73.94,kmpl,23.2,1248,12,2.6666666666666665
2113,Toyota,2012,600000,85000,Diesel,Individual,Manual,First Owner,5,87.2,kmpl,21.43,1364,13,7.0588235294117645
2114,Maruti,2012,275000,50000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998,13,5.5
2115,Maruti,2009,170000,59000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796,16,2.8813559322033897
2117,Renault,2015,620000,140000,Diesel,Individual,Manual,Second Owner,5,83.8,kmpl,20.45,1461,10,4.428571428571429
2119,Toyota,2015,550000,40000,Diesel,Individual,Manual,First Owner,5,67.04,kmpl,23.59,1364,10,13.75
2129,Hyundai,2011,400000,100000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582,14,4.0
2131,Tata,2012,300000,110000,Diesel,Individual,Manual,Second Owner,5,88.8,kmpl,21.12,1248,13,2.727272727272727
